"Timestamp","Actor","Action","Entity Type","Entity ID","Message"
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 0 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","17","Phone reservation created for Nora Chen with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 1 reservation(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","17","CAD 20.00 processed using LOYALTY_POINTS as LOYALTY_REDEMPTION."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 1 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_VIEW","Reservation","17","Reservation details opened."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","17","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 1 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","18","Phone reservation created for Omar Reyes with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","18","CAD 50.00 processed using CARD as DEPOSIT."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 2 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","LOYALTY_ENROLLED","LoyaltyAccount","LOY-B0453526","Loyalty account created for Omar Reyes."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 2 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","19","Phone reservation created for Tom Smith with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","19","CAD 500.00 processed using CARD as DEPOSIT."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 3 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 3 reservation(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","20","Phone reservation created for tyu fghj with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_SEARCH","Reservation","-","Search returned 4 reservation(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","21","Phone reservation created for Test Overpay with 1 room(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","22","Phone reservation created for Verify Overpay with 1 room(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","3","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","23","Phone reservation created for Verify Overpay with 1 room(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","SYSTEM","ADMIN_ACCOUNT_CREATED","AdminUser","5","Default ADMIN account created for username admin."
"2026-08-04T00:30:47.163212500","SYSTEM","ADMIN_ACCOUNT_CREATED","AdminUser","6","Default MANAGER account created for username manager."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","24","Phone reservation created for Next Booking with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","1","Guest added for DOUBLE from 2026-09-01 to 2026-09-05."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","2","Guest added for DOUBLE from 2026-08-10 to 2026-08-15."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","16","Room 201 changed from AVAILABLE to MAINTENANCE."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","16","Room 201 changed from MAINTENANCE to AVAILABLE."
"2026-08-04T00:30:47.163212500","SYSTEM","WAITLIST_AVAILABILITY_NOTIFICATION","WaitlistEntry","2","Room 201 (DOUBLE) is available for waitlist WAIT-2 belonging to Wait Overlap."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","25","Phone reservation created for Checkout PdfTest with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","25","CAD 271.20 processed using CARD as FINAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","25","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","CHECKOUT","Reservation","25","Final balance settled, checkout completed, rooms marked available, and final bill exported to C:\Users\ashil\Desktop\Amritha\College\Sem 5\APD545\Project\MS1\Hotel-Reservation-System\Hotel-Reservation-System\exports\final-bill-RES-25-20260803-162811.pdf."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","26","Phone reservation created for Open ExportBlock with 1 room(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","27","Phone reservation created for Verify AdminShared with 1 room(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","33","Phone reservation created for Phone Deposit with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","33","CAD 50.00 processed using CARD as DEPOSIT."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","34","Phone reservation created for Hold Room with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","35","Phone reservation created for Edit Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_MODIFIED","Reservation","35","Reservation dates, occupancy, guest details, and room assignment were updated."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","36","Phone reservation created for Cancel Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_CANCELLED","Reservation","36","Reservation status changed from CONFIRMED to CANCELLED."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","37","Phone reservation created for Pay Cash with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","38","Phone reservation created for Pay Card with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","39","Phone reservation created for Pay Loy with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","37","CAD 25.00 processed using CASH as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","38","CAD 40.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","VERIFY","LOYALTY_ENROLLED","LoyaltyAccount","LOY-09616FBD","Loyalty account created for Pay Loy."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","39","CAD 67.80 processed using LOYALTY_POINTS as LOYALTY_REDEMPTION."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","40","Phone reservation created for Ref Und with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","40","CAD 60.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","REFUND_PROCESSED","Reservation","40","Refunded CAD 20.00 using CARD."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","41","Phone reservation created for Block Checkout with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","41","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","42","Phone reservation created for Full Pay with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","42","CAD 271.20 processed using CARD as FINAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","42","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","CHECKOUT","Reservation","42","Final balance settled, checkout completed, rooms marked available, and final bill exported to C:\Users\ashil\Desktop\Amritha\College\Sem 5\APD545\Project\MS1\Hotel-Reservation-System\Hotel-Reservation-System\exports\final-bill-RES-42-20260803-172108.pdf."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","43","Phone reservation created for Next Deluxe with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","3","Guest added for DELUXE from 2026-11-01 to 2026-11-05."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","4","Guest added for DELUXE from 2026-10-05 to 2026-10-12."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","19","Room 301 changed from AVAILABLE to MAINTENANCE."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","19","Room 301 changed from MAINTENANCE to AVAILABLE."
"2026-08-04T00:30:47.163212500","GUEST","FEEDBACK_SUBMITTED","Reservation","42","Rating 5 submitted with sentiment POSITIVE."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","44","Phone reservation created for No Feedback with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_FAILURE","AdminUser","admin","Invalid username, password, or role."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","REVENUE_REPORT","Report","-","Generated 1 report row(s)."
"2026-08-04T00:30:47.163212500","admin","OCCUPANCY_REPORT","Report","-","Generated 8 report row(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","49","Phone reservation created for Phone Deposit with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","49","CAD 50.00 processed using CARD as DEPOSIT."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","50","Phone reservation created for Hold Room with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","51","Phone reservation created for Edit Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_MODIFIED","Reservation","51","Reservation dates, occupancy, guest details, and room assignment were updated."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","52","Phone reservation created for Cancel Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_CANCELLED","Reservation","52","Reservation status changed from CONFIRMED to CANCELLED."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","53","Phone reservation created for Pay Cash with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","54","Phone reservation created for Pay Card with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","55","Phone reservation created for Pay Loy with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","53","CAD 25.00 processed using CASH as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","54","CAD 40.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","VERIFY","LOYALTY_ENROLLED","LoyaltyAccount","LOY-6A1C94A0","Loyalty account created for Pay Loy."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","55","CAD 67.80 processed using LOYALTY_POINTS as LOYALTY_REDEMPTION."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","56","Phone reservation created for Ref Und with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","56","CAD 60.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","REFUND_PROCESSED","Reservation","56","Refunded CAD 20.00 using CARD."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","57","Phone reservation created for Block Checkout with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","57","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","58","Phone reservation created for Full Pay with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","58","CAD 271.20 processed using CARD as FINAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","58","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","CHECKOUT","Reservation","58","Final balance settled, checkout completed, rooms marked available, and final bill exported to C:\Users\ashil\Desktop\Amritha\College\Sem 5\APD545\Project\MS1\Hotel-Reservation-System\Hotel-Reservation-System\exports\final-bill-RES-58-20260803-172304.pdf."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","59","Phone reservation created for Disc AdminOk with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","60","Phone reservation created for Disc AdminOver with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","DISCOUNT_APPLIED","Reservation","59","15.00% discount (CAD 40.68) applied. Reason: admin max ok"
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","manager","LOGIN_SUCCESS","AdminUser","6","Administrator logged in successfully with role MANAGER."
"2026-08-04T00:30:47.163212500","manager","PHONE_RESERVATION_CREATED","Reservation","61","Phone reservation created for Disc MgrOk with 1 room(s)."
"2026-08-04T00:30:47.163212500","manager","PHONE_RESERVATION_CREATED","Reservation","62","Phone reservation created for Disc MgrOver with 1 room(s)."
"2026-08-04T00:30:47.163212500","manager","DISCOUNT_APPLIED","Reservation","61","30.00% discount (CAD 91.53) applied. Reason: manager max ok"
"2026-08-04T00:30:47.163212500","manager","LOGOUT","AdminUser","6","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","63","Phone reservation created for Next Penthouse with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","5","Guest added for PENTHOUSE from 2027-09-01 to 2027-09-05."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","6","Guest added for PENTHOUSE from 2027-08-10 to 2027-08-15."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","22","Room 501 changed from AVAILABLE to MAINTENANCE."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","22","Room 501 changed from MAINTENANCE to AVAILABLE."
"2026-08-04T00:30:47.163212500","GUEST","FEEDBACK_SUBMITTED","Reservation","58","Rating 5 submitted with sentiment POSITIVE."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","64","Phone reservation created for No Feedback with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_FAILURE","AdminUser","admin","Invalid username, password, or role."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","REVENUE_REPORT","Report","-","Generated 1 report row(s)."
"2026-08-04T00:30:47.163212500","admin","OCCUPANCY_REPORT","Report","-","Generated 8 report row(s)."
"2026-08-04T00:30:47.163212500","SYSTEM","REFERENCE_DATA_READY","Database","-","Default rooms and add-ons are ready."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","69","Phone reservation created for Phone Deposit with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","69","CAD 50.00 processed using CARD as DEPOSIT."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","70","Phone reservation created for Hold Room with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","71","Phone reservation created for Edit Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_MODIFIED","Reservation","71","Reservation dates, occupancy, guest details, and room assignment were updated."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","72","Phone reservation created for Cancel Me with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","RESERVATION_CANCELLED","Reservation","72","Reservation status changed from CONFIRMED to CANCELLED."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","73","Phone reservation created for Pay Cash with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","74","Phone reservation created for Pay Card with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","75","Phone reservation created for Pay Loy with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","73","CAD 25.00 processed using CASH as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","74","CAD 40.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","VERIFY","LOYALTY_ENROLLED","LoyaltyAccount","LOY-4C3ECB71","Loyalty account created for Pay Loy."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","75","CAD 67.80 processed using LOYALTY_POINTS as LOYALTY_REDEMPTION."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","76","Phone reservation created for Ref Und with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","76","CAD 60.00 processed using CARD as PARTIAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","REFUND_PROCESSED","Reservation","76","Refunded CAD 20.00 using CARD."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","77","Phone reservation created for Block Checkout with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","77","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","78","Phone reservation created for Full Pay with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PAYMENT_PROCESSED","Reservation","78","CAD 271.20 processed using CARD as FINAL_PAYMENT."
"2026-08-04T00:30:47.163212500","admin","CHECK_IN","Reservation","78","Guest checked in and assigned rooms were marked occupied."
"2026-08-04T00:30:47.163212500","admin","CHECKOUT","Reservation","78","Final balance settled, checkout completed, rooms marked available, and final bill exported to C:\Users\ashil\Desktop\Amritha\College\Sem 5\APD545\Project\MS1\Hotel-Reservation-System\Hotel-Reservation-System\exports\final-bill-RES-78-20260803-172400.pdf."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","79","Phone reservation created for Disc AdminOk with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","80","Phone reservation created for Disc AdminOver with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","DISCOUNT_APPLIED","Reservation","79","15.00% discount (CAD 40.68) applied. Reason: admin max ok"
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
"2026-08-04T00:30:47.163212500","manager","LOGIN_SUCCESS","AdminUser","6","Administrator logged in successfully with role MANAGER."
"2026-08-04T00:30:47.163212500","manager","PHONE_RESERVATION_CREATED","Reservation","81","Phone reservation created for Disc MgrOk with 1 room(s)."
"2026-08-04T00:30:47.163212500","manager","PHONE_RESERVATION_CREATED","Reservation","82","Phone reservation created for Disc MgrOver with 1 room(s)."
"2026-08-04T00:30:47.163212500","manager","DISCOUNT_APPLIED","Reservation","81","30.00% discount (CAD 91.53) applied. Reason: manager max ok"
"2026-08-04T00:30:47.163212500","manager","LOGOUT","AdminUser","6","Administrator logged out."
"2026-08-04T00:30:47.163212500","admin","LOGIN_SUCCESS","AdminUser","5","Administrator logged in successfully with role ADMIN."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","83","Phone reservation created for Next Penthouse with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","7","Guest added for PENTHOUSE from 2027-09-01 to 2027-09-05."
"2026-08-04T00:30:47.163212500","admin","WAITLIST_ADDED","WaitlistEntry","8","Guest added for PENTHOUSE from 2027-08-10 to 2027-08-15."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","23","Room 502 changed from AVAILABLE to MAINTENANCE."
"2026-08-04T00:30:47.163212500","admin","ROOM_STATUS_CHANGED","Room","23","Room 502 changed from MAINTENANCE to AVAILABLE."
"2026-08-04T00:30:47.163212500","SYSTEM","WAITLIST_AVAILABILITY_NOTIFICATION","WaitlistEntry","6","Room 502 (PENTHOUSE) is available for waitlist WAIT-6 belonging to Wait Yes."
"2026-08-04T00:30:47.163212500","SYSTEM","WAITLIST_AVAILABILITY_NOTIFICATION","WaitlistEntry","8","Room 502 (PENTHOUSE) is available for waitlist WAIT-8 belonging to Wait Yes."
"2026-08-04T00:30:47.163212500","GUEST","FEEDBACK_SUBMITTED","Reservation","78","Rating 5 submitted with sentiment POSITIVE."
"2026-08-04T00:30:47.163212500","admin","PHONE_RESERVATION_CREATED","Reservation","84","Phone reservation created for No Feedback with 1 room(s)."
"2026-08-04T00:30:47.163212500","admin","LOGOUT","AdminUser","5","Administrator logged out."
